iter	Logloss
217	0.4009050875
218	0.4006256442
219	0.3999419005
220	0.3995419116
221	0.399291227
222	0.3987828502
223	0.3982604064
224	0.3979080774
225	0.3975451099
226	0.397248937
227	0.3967569635
228	0.3962662475
229	0.3956959326
230	0.3952498974
231	0.3948716068
232	0.3942623001
233	0.3939512453
234	0.3937501688
235	0.393362847
236	0.3928800606
237	0.3925559865
238	0.3920407553
239	0.3918585595
240	0.3914809464
241	0.3910957502
242	0.3905591635
243	0.3898790353
244	0.3892739649
245	0.3888809623
246	0.3882334069
247	0.3877118867
248	0.3873492485
249	0.3867756536
250	0.3861692279
251	0.3857375191
252	0.3852670856
253	0.384805353
254	0.3843047956
255	0.3838476487
256	0.3834850786
257	0.383168499
258	0.3826618389
259	0.3819972993
260	0.3817910648
261	0.3814081765
262	0.3808467754
263	0.380685224
264	0.3803792809
265	0.3799766442
266	0.3796095481
267	0.379136179
268	0.3788358169
269	0.3782786954
270	0.3778701567
271	0.3771916288
272	0.3767727185
273	0.3763014844
274	0.3756772629
275	0.3752122822
276	0.3750411817
277	0.3745630733
278	0.3743224269
279	0.3740405825
280	0.3736035469
281	0.373281994
282	0.3729066004
283	0.3724694267
284	0.372013137
285	0.3715428398
286	0.3712291563
287	0.3707468693
288	0.3703851505
289	0.3700284946
290	0.3697104033
291	0.3689393681
292	0.368449136
293	0.3681879844
294	0.3678087542
295	0.3672776632
296	0.3670154159
297	0.3666199745
298	0.3662928517
299	0.3658136819
300	0.3652566116
301	0.3648968314
302	0.3645296867
303	0.3641324293
304	0.3637420721
305	0.3633481379
306	0.3630905466
307	0.3627806161
308	0.3625717241
309	0.3619711107
310	0.3618425775
311	0.3616451151
312	0.3614570352
313	0.3611460301
314	0.3607798518
315	0.3604362446
316	0.3600551352
317	0.359899777
318	0.359762133
319	0.3595943292
320	0.3591748579
321	0.3588882872
322	0.3585728619
323	0.3582312145
324	0.3577535891
325	0.3575948504
326	0.3573556842
327	0.357030714
328	0.3567986605
329	0.3564956148
330	0.356258331
331	0.3558575895
332	0.3556255246
333	0.3552884613
334	0.3551290918
335	0.3546803486
336	0.3543505082
337	0.3539407902
338	0.3535206153
339	0.3530171674
340	0.3527571723
341	0.3523706563
342	0.3521111751
343	0.3518852943
344	0.3516065854
345	0.3513315836
346	0.3509683582
347	0.3507110926
348	0.3504352137
349	0.3501364586
350	0.3498070716
351	0.3494341482
352	0.3490653049
353	0.3488309684
354	0.3483530405
355	0.3479567208
356	0.3475997895
357	0.347406708
358	0.3468934419
359	0.3467026863
360	0.3462720068
361	0.3458211543
362	0.3454573066
363	0.3450483556
364	0.3446088116
365	0.344162549
366	0.3439530242
367	0.3436153604
368	0.3433130937
369	0.3429422676
370	0.3426491264
371	0.3422944456
372	0.3421214506
373	0.3417219765
374	0.3414964206
375	0.3412079937
376	0.3409135432
377	0.3406851142
378	0.3405622186
379	0.3402818127
380	0.3401001465
381	0.3395545965
382	0.3392124669
383	0.3389617561
384	0.3387712144
385	0.3384578323
386	0.3383131352
387	0.3377798163
388	0.3374679401
389	0.3372720543
390	0.3370187453
391	0.3365354207
392	0.336251682
393	0.3359857338
394	0.3356515143
395	0.3352939644
396	0.3351966314
397	0.3348941342
398	0.3345724119
399	0.3342894992
400	0.3339960063
401	0.3336216762
402	0.3333218487
403	0.3331323646
404	0.3329694827
405	0.3326182677
406	0.3324538881
407	0.3320137851
408	0.3317093126
409	0.3316159483
410	0.3313846094
411	0.3312167353
412	0.3307789201
413	0.3304319605
414	0.3302550088
415	0.3299493755
416	0.3297935291
417	0.3295234441
418	0.3292791295
419	0.32900185042420	0.32872024
421	0.3091865658
422	0.308895512
423	0.308700719
424	0.3084258965
425	0.3077895121
426	0.3076221452
427	0.3072847802
428	0.3070537718
429	0.3068183477
430	0.3065462996
431	0.3063986696
432	0.3061541909
433	0.3057236173
434	0.305348966
435	0.3051977954
436	0.3050672074
437	0.3048659808
438	0.3046114366
439	0.3043442617
440	0.304187405
441	0.3040001964
442	0.3038244777
443	0.3035825081
444	0.3030016374
445	0.3026983386
446	0.3024915466
447	0.3019905803
448	0.3017485468
449	0.301338781
450	0.3009130353
451	0.300691551
452	0.3004947587
453	0.300197135
454	0.2998975239
455	0.2996284743
456	0.2993036327
457	0.2991214942
458	0.2988761571
459	0.298630028
460	0.2984590864
461	0.2982609336
462	0.2981174294
463	0.2978657244
464	0.2975291286
465	0.2971888682
466	0.2969938442
467	0.2965051209
468	0.2963215038
469	0.2960661775
470	0.2958576116
471	0.2955119418
472	0.2951852079
473	0.2949318226
474	0.2946461685
475	0.2944224594
476	0.2943005779
477	0.2941321879
478	0.2939599308
479	0.2935941235
480	0.2932864474
481	0.293034555
482	0.2929508023
483	0.2927149396
484	0.2924593843
485	0.2921896587
486	0.2919930674
487	0.2918504878
488	0.2916236693
489	0.2914005169
490	0.2910745823
491	0.290806071
492	0.2906591493
493	0.2903579324
494	0.2901898331
495	0.289986952
496	0.2897785172
497	0.2894958011
498	0.289215241
499	0.2890263786
500	0.2888039097
501	0.2886813949
502	0.2883849859
503	0.288219629
504	0.2880118653
505	0.2877278585
506	0.2875546763
507	0.2872934219
508	0.2870252725
509	0.2868845029
510	0.2864787962
511	0.2861876003
512	0.2861014546
513	0.2858622785
514	0.2856560532
515	0.2854097812
516	0.2850934883
517	0.2849057354
518	0.2846967455
519	0.2844508846
520	0.284086514
521	0.2839169562
522	0.2836176703
523	0.2832995359
524	0.2831992557
525	0.2830087692
526	0.282838932
527	0.282623626
528	0.2823368235
529	0.281979547
530	0.2815625906
531	0.2813741058
532	0.2812248709
533	0.281054506
534	0.280714
535	0.2805344362
536	0.2802756527
537	0.2800716868
538	0.2799580797
539	0.2796677213
540	0.2794289507
541	0.2790410819
542	0.2786837522
543	0.2785507475
544	0.2783567022
545	0.2781524934
546	0.2779566659
547	0.2778772401
548	0.2776797541
549	0.2772977569
550	0.2771178584
551	0.276889844
552	0.2764778068
553	0.2763019218
554	0.2760266748
555	0.2758134081
556	0.2755861214
557	0.2754510667
558	0.2752356089
559	0.2748901123
560	0.2747231859
561	0.2745199814
562	0.2743865704
563	0.2741064503
564	0.2738664454
565	0.2736127367
566	0.2735010352
567	0.27320959
568	0.2730535023
569	0.2727777757
570	0.2725617854
571	0.2722845085
572	0.2721527749
573	0.2720103993
574	0.2718898367
575	0.2716571808
576	0.2714973035
577	0.271354323
578	0.2712543315
579	0.2710200013
580	0.2707102913
581	0.2705964532
582	0.2703802027
583	0.2700685455
584	0.269956941
585	0.2697552463
586	0.2695274557
587	0.2693150442
588	0.2690376546
589	0.2688656093
590	0.26856174
591	0.2682686945
592	0.2680944645
593	0.2678841742
594	0.2677158496
595	0.2674503631
596	0.2672130098
597	0.2669820306
598	0.2668168455
599	0.2665057521
600	0.2663078888
601	0.2661498529
602	0.2660504705
603	0.2658560505
604	0.2657194729
605	0.2655576194
606	0.2653671961
607	0.2650931922
608	0.2648848409
609	0.2646833126
610	0.2645318221
611	0.2642808659
612	0.2640333731
613	0.2638612344
614	0.2636313976
615	0.2634149416
616	0.2632653464
617	0.2631298996
618	0.2630151016
619	0.2627383697
620	0.2623236728
621	0.2620269453
622	0.2618107863
623	0.2615850297
624	0.2614577858
625	0.2612019205
626	0.2610123332
627	0.2608707107
628	0.2606493555
629	0.2606002366
630	0.2604868705
631	0.2603573135
632	0.2601367246
633	0.2598899501
634	0.2596891622
635	0.2593467708
636	0.2592439205
637	0.2589728314
638	0.25878802363639	0.258577793640	0.2753165064
641	0.2751271272
642	0.2747651408
643	0.2746822263
644	0.2745553009
645	0.2744191067
646	0.2741816812
647	0.27398751
648	0.2737431172
649	0.2735272873
650	0.2732900194
651	0.2731753578
652	0.2729767728
653	0.2727859749
654	0.2725119473
655	0.27235958
656	0.2722697613
657	0.2720950418
658	0.2718368404
659	0.2715070425
660	0.2713118624
661	0.2710977349
662	0.2709123911
663	0.2707015424
664	0.2704673326
665	0.270286497
666	0.2701500506
667	0.2700016558
668	0.2697467331
669	0.2694808708
670	0.2693478923
671	0.2692146617
672	0.2688934074
673	0.268731267
674	0.268653176
675	0.2685590381
676	0.268315465
677	0.2680782917
678	0.2679728989
679	0.2678043901
680	0.2677192688
681	0.2675236473
682	0.2672939458
683	0.267194543
684	0.2669542171
685	0.2668152171
686	0.2665887628
687	0.266298562
688	0.266132071
689	0.2658947086
690	0.2655946085
691	0.2654267934
692	0.2651645251
693	0.2648029485
694	0.2646559093
695	0.2644296126
696	0.2642674564
697	0.264056056
698	0.2638654472
699	0.2637184868
700	0.2634069742
701	0.2632622364
702	0.2630900864
703	0.2628870562
704	0.2626030031
705	0.2622581986
706	0.2619898615
707	0.2618068033
708	0.2616512835
709	0.2615396484
710	0.2611551521
711	0.2609029565
712	0.260690894
713	0.2604881161
714	0.2602617879
715	0.2600764282
716	0.2599742511
717	0.2597618891
718	0.2595439942
719	0.259294636
720	0.2591601285
721	0.2589828554
722	0.2588226697
723	0.2587317632
724	0.2586146583
725	0.2584697944
726	0.2582048306
727	0.2579601382
728	0.2578339222
729	0.2575803867
730	0.2574030663
731	0.2571015476
732	0.256933433
733	0.2567429661
734	0.2565475022
735	0.2562906092
736	0.2560430795
737	0.2557929488
738	0.2553917593
739	0.2553099955
740	0.2551820613
741	0.2550454573
742	0.2548632661
743	0.2545402779
744	0.2543032465
745	0.2540557641
746	0.2539866897
747	0.2538213493
748	0.2537465844
749	0.2536640798
750	0.2533500293
751	0.2530482111
752	0.2527758543
753	0.2525261966
754	0.252472317754	0.2553832258
755	0.2551240018
756	0.2548122037
757	0.2547309366
758	0.2545246256
759	0.2543633222
760	0.2542124418
761	0.254107762
762	0.2538730611
763	0.2536829548
764	0.2535901566
765	0.2533902486
766	0.2531610728
767	0.2528931629
768	0.2527975742
769	0.2526400078
770	0.2524700433
771	0.2521276445
772	0.2519707086
773	0.2517712394
774	0.2515743206
775	0.2514473966
776	0.2512920948
777	0.2509061398
778	0.2507487146
779	0.2504980105
780	0.2503734238
781	0.2502918491
782	0.2500262807
783	0.2498834701
784	0.2498319872
785	0.249528418
786	0.249237127
787	0.2490724257
788	0.2488961743
789	0.2486056351
7791	0.24289833647792	0.24278280027793	0.24266086627794	0.2425303
795	0.242429182
796	0.2422483931
797	0.2421174299
798	0.2418896649
799	0.2416364858
800	0.2414949392
801	0.2413709443
802	0.2411062799
803	0.240789423
804	0.2406060337
805	0.2405489768
806	0.2403649293
8806	0.24585423958807	0.2456341857809	0.2398218186
810	0.2395842726
8810	0.24514073148811	0.2448851756813	0.2389126163
8813	0.2446279724815	0.2384495316
816	0.2382205141
817	0.237836196
818	0.2377131806
81818	0.243407074820	0.2374961045
821	0.2371632007
822	0.2368107044
823	0.2365837675
824	0.2364807462
825	0.2362555377
826	0.2361415148
827	0.2360068441
828	0.2359167247
829	0.2357000835
830	0.2353563074
831	0.2352079934
832	0.2350541833
833	0.2347793794
834	0.2347074455
835	0.2345941681
836	0.2341973717
837	0.2340507104
838	0.2338650667
839	0.2337234331
840	0.2334986394
841	0.2332485777
842	0.2331864417
843	0.2331075684
844	0.2329511634
845	0.2327925183
846	0.2326041135
847	0.2321822113
848	0.2319752221
849	0.2318683649
850	0.2317072084
851	0.2313627301
852	0.23102077785853	0.230933645853	0.2368463552
854	0.2366142523
855	0.2363732504
856	0.2360889609
857	0.2358745864
858	0.2357491723
859	0.2355410413
860	0.2353519825
861	0.2351806101
862	0.2350296615
863	0.2348401292
864	0.2347013982
865	0.2344179186
866	0.2343436938
867	0.2341627067
868	0.2340291263
869	0.2338040595
870	0.2335971087
871	0.2334113422
872	0.2332044911
873	0.2330395631
874	0.2328766602
875	0.2327326726
876	0.2325662781
877	0.2323245337
878	0.2321940915
879	0.2318768726
880	0.231725346
881	0.231497775
882	0.2312427756
883	0.2309191991
884	0.2307073
885	0.230653195
886	0.23036559
887	0.2301596529
888	0.229915818
889	0.229812873
890	0.2296461125
891	0.2293426734
892	0.2292304002
893	0.2290781836
894	0.2288468007
895	0.2287193096
896	0.2285237226
897	0.2283778668
898	0.2281658922
899	0.228012042
900	0.227840107
901	0.2277430825
902	0.2276656516
903	0.2273139965
904	0.2271244393
905	0.2269556086
906	0.2266611839
907	0.2265199967
908	0.226388309
909	0.2263048669
910	0.2260943108
911	0.2260120895
912	0.2259545878
913	0.2256956758
914	0.2256029701
915	0.2255338952
916	0.2251047125
917	0.224851337
918	0.2247099908
919	0.224529451
920	0.2244110561
921	0.2242008543
922	0.2240693145
923	0.2239594071
924	0.2238155783
925	0.2237058073
926	0.2235082352
927	0.2232018988
928	0.2229250575
929	0.2226757898
930	0.2225162448
931	0.2223240951
932	0.2221863616
933	0.2220195912
934	0.2217490961
935	0.2216211635
936	0.2214592143
937	0.2212414499
938	0.2210434866
939	0.2208789929
940	0.2208116605
941	0.2205661337
942	0.2203658926
943	0.2201424231
944	0.2200099153
945	0.2199423424
946	0.2198533297
947	0.2197277681
948	0.2196519355
949	0.2194100531
950	0.2191753236
951	0.2190194863
952	0.218814177
953	0.218603131
954	0.2184941601
955	0.2183376244
956	0.2181971797
957	0.2180164896
958	0.2178793232
959	0.21772069
960	0.2175660749
961	0.2174834514
962	0.2172669048
963	0.2171726705
964	0.2170228521
965	0.2169685255
966	0.2168512491
967	0.2167440074
968	0.216554973
969	0.2164119509
970	0.2160524402
971	0.2157206451
972	0.2156069348
973	0.2154655309
974	0.215247023
975	0.2151856347
976	0.2149628044
977	0.2147784595
978	0.2144495018
979	0.214212689
980	0.2140752891
981	0.2138970214
982	0.2136940198
983	0.2134852533
984	0.2132736076
985	0.2130070007
986	0.2126755263
987	0.2123944167
988	0.2121042482
989	0.2120344192
990	0.2117938823
991	0.2116955839
992	0.2115023018
993	0.2113402716
994	0.2112356795
995	0.2111278335
996	0.2110951424
997	0.2109319905
998	0.2108836296
999	0.2107113816
1742692
